 time            p2e             vout           
 1.64280000e-08  7.72657971e-08  5.45842099e-01 
 1.65280000e-08  7.72657986e-08  5.45842099e-01 
 1.66280000e-08  7.72657956e-08  5.45842099e-01 
 1.67280000e-08  7.72657989e-08  5.45842099e-01 
 1.68280000e-08  7.72657972e-08  5.45842099e-01 
 1.69280000e-08  7.72657973e-08  5.45842099e-01 
 1.70280000e-08  7.72657974e-08  5.45842099e-01 
 1.71280000e-08  7.72657973e-08  5.45842099e-01 
 1.72280000e-08  7.72657989e-08  5.45842099e-01 
 1.73280000e-08  7.72657958e-08  5.45842099e-01 
 1.74280000e-08  7.72657975e-08  5.45842099e-01 
 1.75280000e-08  7.72657988e-08  5.45842099e-01 
 1.76280000e-08  7.72657972e-08  5.45842099e-01 
 1.77280000e-08  7.72657959e-08  5.45842099e-01 
 1.78280000e-08  7.72657991e-08  5.45842099e-01 
 1.79280000e-08  7.72657957e-08  5.45842099e-01 
 1.80280000e-08  7.72657990e-08  5.45842099e-01 
 1.81280000e-08  7.72657973e-08  5.45842099e-01 
 1.82280000e-08  7.72657973e-08  5.45842099e-01 
 1.83280000e-08  7.72657990e-08  5.45842099e-01 
 1.84280000e-08  7.72657958e-08  5.45842099e-01 
 1.85280000e-08  7.72657975e-08  5.45842099e-01 
 1.86280000e-08  7.72657974e-08  5.45842099e-01 
 1.87280000e-08  7.72657973e-08  5.45842099e-01 
 1.88280000e-08  7.72657973e-08  5.45842099e-01 
 1.89280000e-08  7.72657989e-08  5.45842099e-01 
 1.90280000e-08  7.72657959e-08  5.45842099e-01 
 1.91280000e-08  7.72657978e-08  5.45842099e-01 
 1.92280000e-08  7.72657973e-08  5.45842099e-01 
 1.93280000e-08  7.72657973e-08  5.45842099e-01 
 1.94280000e-08  7.72657972e-08  5.45842099e-01 
 1.95280000e-08  7.72657972e-08  5.45842099e-01 
 1.96280000e-08  7.72657987e-08  5.45842099e-01 
 1.97280000e-08  7.72657974e-08  5.45842099e-01 
 1.98280000e-08  7.72657958e-08  5.45842099e-01 
 1.99280000e-08  7.72657987e-08  5.45842099e-01 
 2.00280000e-08  7.72657973e-08  5.45842099e-01 
 2.01280000e-08  7.72657974e-08  5.45842099e-01 
 2.02280000e-08  7.72657975e-08  5.45842099e-01 
 2.03280000e-08  7.72657975e-08  5.45842099e-01 
 2.04280000e-08  7.72657975e-08  5.45842099e-01 
 2.05280000e-08  7.72657975e-08  5.45842099e-01 
 2.06280000e-08  7.72657974e-08  5.45842099e-01 
 2.07280000e-08  7.72657977e-08  5.45842099e-01 
 2.08280000e-08  7.72657978e-08  5.45842099e-01 
 2.09280000e-08  7.72657959e-08  5.45842099e-01 
 2.10280000e-08  7.72657987e-08  5.45842099e-01 
 2.11280000e-08  7.72657971e-08  5.45842099e-01 
 2.12280000e-08  7.72657972e-08  5.45842099e-01 
 2.13280000e-08  7.72657972e-08  5.45842099e-01 
 2.14280000e-08  7.72657985e-08  5.45842099e-01 
 2.15280000e-08  7.72657971e-08  5.45842099e-01 
 2.16280000e-08  7.72657986e-08  5.45842099e-01 
 2.17280000e-08  7.72657957e-08  5.45842099e-01 
 2.18280000e-08  7.72657989e-08  5.45842099e-01 
 2.19280000e-08  7.72657974e-08  5.45842099e-01 
 2.20280000e-08  7.72657959e-08  5.45842099e-01 
 2.21280000e-08  7.72657992e-08  5.45842099e-01 
 2.22280000e-08  7.72657958e-08  5.45842099e-01 
 2.23280000e-08  7.72657990e-08  5.45842099e-01 
 2.24280000e-08  7.72657972e-08  5.45842099e-01 
 2.25280000e-08  7.72657975e-08  5.45842099e-01 
 2.26280000e-08  7.72657960e-08  5.45842099e-01 
 2.27280000e-08  7.72657990e-08  5.45842099e-01 
 2.28280000e-08  7.72657957e-08  5.45842099e-01 
 2.29280000e-08  7.72657988e-08  5.45842099e-01 
 2.30280000e-08  7.72657972e-08  5.45842099e-01 
 2.31280000e-08  7.72657988e-08  5.45842099e-01 
 2.32280000e-08  7.72657959e-08  5.45842099e-01 
 2.33280000e-08  7.72657977e-08  5.45842099e-01 
 2.34280000e-08  7.72657973e-08  5.45842099e-01 
 2.35280000e-08  7.72657988e-08  5.45842099e-01 
 2.36280000e-08  7.72657955e-08  5.45842099e-01 
 2.37280000e-08  7.72657988e-08  5.45842099e-01 
 2.38280000e-08  7.72657971e-08  5.45842099e-01 
 2.39280000e-08  7.72657975e-08  5.45842099e-01 
 2.40280000e-08  7.72657973e-08  5.45842099e-01 
 2.41280000e-08  7.72657973e-08  5.45842099e-01 
 2.42280000e-08  7.72657973e-08  5.45842099e-01 
 2.43280000e-08  7.72657988e-08  5.45842099e-01 
 2.44280000e-08  7.72657973e-08  5.45842099e-01 
 2.45280000e-08  7.72657975e-08  5.45842099e-01 
 2.46280000e-08  7.72657976e-08  5.45842099e-01 
 2.47280000e-08  7.72657958e-08  5.45842099e-01 
 2.48280000e-08  7.72657986e-08  5.45842099e-01 
 2.49280000e-08  7.72657973e-08  5.45842099e-01 
 2.50280000e-08  7.72657989e-08  5.45842099e-01 
 2.51280000e-08  7.72657959e-08  5.45842099e-01 
 2.52280000e-08  7.72657974e-08  5.45842099e-01 
 2.53280000e-08  7.72657990e-08  5.45842099e-01 
 2.54280000e-08  7.72657958e-08  5.45842099e-01 
 2.55280000e-08  7.72657974e-08  5.45842099e-01 
 2.56280000e-08  7.72657988e-08  5.45842099e-01 
 2.57280000e-08  7.72657958e-08  5.45842099e-01 
 2.58280000e-08  7.72657989e-08  5.45842099e-01 
 2.59280000e-08  7.72657973e-08  5.45842099e-01 
 2.60280000e-08  7.72657959e-08  5.45842099e-01 
 2.61280000e-08  7.72657990e-08  5.45842099e-01 
 2.62280000e-08  7.72657972e-08  5.45842099e-01 
 2.63280000e-08  7.72657988e-08  5.45842099e-01 
 2.64280000e-08  7.72657960e-08  5.45842099e-01 
 2.65280000e-08  7.72657973e-08  5.45842099e-01 
 2.66280000e-08  7.72657990e-08  5.45842099e-01 
 2.67280000e-08  7.72657959e-08  5.45842099e-01 
 2.68280000e-08  7.72657975e-08  5.45842099e-01 
 2.69280000e-08  7.72657989e-08  5.45842099e-01 
 2.70280000e-08  7.72657958e-08  5.45842099e-01 
 2.71280000e-08  7.72657973e-08  5.45842099e-01 
 2.72280000e-08  7.72657988e-08  5.45842099e-01 
 2.73280000e-08  7.72657957e-08  5.45842099e-01 
 2.74280000e-08  7.72657973e-08  5.45842099e-01 
 2.75280000e-08  7.72657987e-08  5.45842099e-01 
 2.76280000e-08  7.72657971e-08  5.45842099e-01 
 2.77280000e-08  7.72657987e-08  5.45842099e-01 
 2.78280000e-08  7.72657957e-08  5.45842099e-01 
 2.79280000e-08  7.72657974e-08  5.45842099e-01 
 2.80280000e-08  7.72657989e-08  5.45842099e-01 
 2.81280000e-08  7.72657958e-08  5.45842099e-01 
 2.82280000e-08  7.72657976e-08  5.45842099e-01 
 2.83280000e-08  7.72657987e-08  5.45842099e-01 
 2.84280000e-08  7.72657958e-08  5.45842099e-01 
 2.85280000e-08  7.72657990e-08  5.45842099e-01 
 2.86280000e-08  7.72657957e-08  5.45842099e-01 
 2.87280000e-08  7.72657973e-08  5.45842099e-01 
 2.88280000e-08  7.72657987e-08  5.45842099e-01 
 2.89280000e-08  7.72657972e-08  5.45842099e-01 
 2.90280000e-08  7.72657973e-08  5.45842099e-01 
 2.91280000e-08  7.72657987e-08  5.45842099e-01 
 2.92280000e-08  7.72657976e-08  5.45842099e-01 
 2.93280000e-08  7.72657965e-08  5.45842099e-01 
 2.94280000e-08  7.72657979e-08  5.45842099e-01 
 2.95280000e-08  7.72657978e-08  5.45842099e-01 
 2.96280000e-08  7.72657979e-08  5.45842099e-01 
 2.97280000e-08  7.72657964e-08  5.45842099e-01 
 2.98280000e-08  7.72657979e-08  5.45842099e-01 
 2.99280000e-08  7.72657978e-08  5.45842099e-01 
 3.00280000e-08  7.72657964e-08  5.45842099e-01 
 3.01280000e-08  7.72657966e-08  5.45842099e-01 
 3.02280000e-08  7.72657992e-08  5.45842099e-01 
 3.03280000e-08  7.72657961e-08  5.45842099e-01 
 3.04280000e-08  7.72657975e-08  5.45842099e-01 
 3.05280000e-08  7.72657974e-08  5.45842099e-01 
 3.06280000e-08  7.72657990e-08  5.45842099e-01 
 3.07280000e-08  7.72657958e-08  5.45842099e-01 
 3.08280000e-08  7.72657976e-08  5.45842099e-01 
 3.09280000e-08  7.72657972e-08  5.45842099e-01 
 3.10280000e-08  7.72657973e-08  5.45842099e-01 
 3.11280000e-08  7.72657986e-08  5.45842099e-01 
 3.12280000e-08  7.72657974e-08  5.45842099e-01 
 3.13280000e-08  7.72657960e-08  5.45842099e-01 
 3.14280000e-08  7.72657975e-08  5.45842099e-01 
 3.15280000e-08  7.72657988e-08  5.45842099e-01 
 3.16280000e-08  7.72657973e-08  5.45842099e-01 
 3.17280000e-08  7.72657960e-08  5.45842099e-01 
 3.18280000e-08  7.72657975e-08  5.45842099e-01 
 3.19280000e-08  7.72657986e-08  5.45842099e-01 
 3.20280000e-08  7.72657974e-08  5.45842099e-01 
 3.21280000e-08  7.72657976e-08  5.45842099e-01 
 3.22280000e-08  7.72657978e-08  5.45842099e-01 
 3.23280000e-08  7.72657965e-08  5.45842099e-01 
 3.24280000e-08  7.72657980e-08  5.45842099e-01 
 3.25280000e-08  7.72657980e-08  5.45842099e-01 
 3.26280000e-08  7.72657963e-08  5.45842099e-01 
 3.27280000e-08  7.72657980e-08  5.45842099e-01 
 3.28280000e-08  7.72657978e-08  5.45842099e-01 
 3.29280000e-08  7.72657963e-08  5.45842099e-01 
 3.30280000e-08  7.72657979e-08  5.45842099e-01 
 3.31280000e-08  7.72657965e-08  5.45842099e-01 
 3.32280000e-08  7.72657964e-08  5.45842099e-01 
 3.33280000e-08  7.72657992e-08  5.45842099e-01 
 3.34280000e-08  7.72657975e-08  5.45842099e-01 
 3.35280000e-08  7.72657959e-08  5.45842099e-01 
 3.36280000e-08  7.72657975e-08  5.45842099e-01 
 3.37280000e-08  7.72657990e-08  5.45842099e-01 
 3.38280000e-08  7.72657960e-08  5.45842099e-01 
 3.39280000e-08  7.72657975e-08  5.45842099e-01 
 3.40280000e-08  7.72657974e-08  5.45842099e-01 
 3.41280000e-08  7.72657974e-08  5.45842099e-01 
 3.42280000e-08  7.72657987e-08  5.45842099e-01 
 3.43280000e-08  7.72657956e-08  5.45842099e-01 
 3.44280000e-08  7.72657988e-08  5.45842099e-01 
 3.45280000e-08  7.72657973e-08  5.45842099e-01 
 3.46280000e-08  7.72657973e-08  5.45842099e-01 
 3.47280000e-08  7.72657974e-08  5.45842099e-01 
 3.48280000e-08  7.72657974e-08  5.45842099e-01 
 3.49280000e-08  7.72657991e-08  5.45842099e-01 
 3.50280000e-08  7.72657962e-08  5.45842099e-01 
 3.51280000e-08  7.72657980e-08  5.45842099e-01 
 3.52280000e-08  7.72657960e-08  5.45842099e-01 
 3.53280000e-08  7.72657987e-08  5.45842099e-01 
 3.54280000e-08  7.72657972e-08  5.45842099e-01 
 3.55280000e-08  7.72657973e-08  5.45842099e-01 
 3.56280000e-08  7.72657975e-08  5.45842099e-01 
 3.57280000e-08  7.72657975e-08  5.45842099e-01 
 3.58280000e-08  7.72657974e-08  5.45842099e-01 
 3.59280000e-08  7.72657972e-08  5.45842099e-01 
 3.60280000e-08  7.72657973e-08  5.45842099e-01 
 3.61280000e-08  7.72657988e-08  5.45842099e-01 
 3.62280000e-08  7.72657958e-08  5.45842099e-01 
 3.63280000e-08  7.72657989e-08  5.45842099e-01 
 3.64280000e-08  7.72657972e-08  5.45842099e-01 
 3.65280000e-08  7.72657973e-08  5.45842099e-01 
 3.66280000e-08  7.72657974e-08  5.45842099e-01 
 3.67280000e-08  7.72657974e-08  5.45842099e-01 
 3.68280000e-08  7.72657974e-08  5.45842099e-01 
 3.69280000e-08  7.72657977e-08  5.45842099e-01 
 3.70280000e-08  7.72657975e-08  5.45842099e-01 
 3.71280000e-08  7.72657960e-08  5.45842099e-01 
 3.72280000e-08  7.72657988e-08  5.45842099e-01 
 3.73280000e-08  7.72657971e-08  5.45842099e-01 
 3.74280000e-08  7.72657971e-08  5.45842099e-01 
 3.75280000e-08  7.72657972e-08  5.45842099e-01 
 3.76280000e-08  7.72657972e-08  5.45842099e-01 
 3.77280000e-08  7.72657986e-08  5.45842099e-01 
 3.78280000e-08  7.72657975e-08  5.45842099e-01 
 3.79280000e-08  7.72657975e-08  5.45842099e-01 
 3.80280000e-08  7.72657958e-08  5.45842099e-01 
 3.81280000e-08  7.72657989e-08  5.45842099e-01 
 3.82280000e-08  7.72657972e-08  5.45842099e-01 
 3.83280000e-08  7.72657975e-08  5.45842099e-01 
 3.84280000e-08  7.72657974e-08  5.45842099e-01 
 3.85280000e-08  7.72657972e-08  5.45842099e-01 
 3.86280000e-08  7.72657988e-08  5.45842099e-01 
 3.87280000e-08  7.72657957e-08  5.45842099e-01 
 3.88280000e-08  7.72657974e-08  5.45842099e-01 
 3.89280000e-08  7.72657987e-08  5.45842099e-01 
 3.90280000e-08  7.72657974e-08  5.45842099e-01 
 3.91280000e-08  7.72657959e-08  5.45842099e-01 
 3.92280000e-08  7.72657989e-08  5.45842099e-01 
 3.93280000e-08  7.72657959e-08  5.45842099e-01 
 3.94280000e-08  7.72657987e-08  5.45842099e-01 
 3.95280000e-08  7.72657972e-08  5.45842099e-01 
 3.96280000e-08  7.72657973e-08  5.45842099e-01 
 3.97280000e-08  7.72657990e-08  5.45842099e-01 
 3.98280000e-08  7.72657958e-08  5.45842099e-01 
 3.99280000e-08  7.72657977e-08  5.45842099e-01 
 4.00000000e-08  7.72657961e-08  5.45842099e-01 
 4.00025000e-08 -1.23712236e-06  5.40100720e-01 
 4.00075000e-08 -2.73405055e-07  5.30426311e-01 
 4.00133491e-08  1.31884677e-06  5.20495952e-01 
 4.00205197e-08  1.22157921e-06  5.09160460e-01 
 4.00250000e-08  5.71523527e-07  5.02560221e-01 
 4.00257293e-08  9.92741317e-07  5.02585304e-01 
 4.00271878e-08  1.66083277e-06  5.02933338e-01 
 4.00301048e-08  1.18244844e-06  5.03699863e-01 
 4.00331330e-08 -2.63115209e-07  5.04462259e-01 
 4.00391893e-08 -1.72248097e-06  5.05914655e-01 
 4.00513020e-08 -8.76405966e-07  5.08596160e-01 
 4.00755273e-08  6.79808386e-07  5.13242082e-01 
 4.01239779e-08  3.57348694e-07  5.20436917e-01 
 4.01696428e-08  7.79590236e-09  5.25344948e-01 
 4.02329444e-08  3.88754676e-08  5.30225904e-01 
 4.02968893e-08  8.40953217e-08  5.33696826e-01 
 4.03848174e-08  8.21271007e-08  5.37123674e-01 
 4.04843544e-08  7.69200339e-08  5.39951629e-01 
 4.05843544e-08  7.68570996e-08  5.42157854e-01 
 4.06843544e-08  7.72437805e-08  5.43984329e-01 
 4.07843544e-08  7.72934178e-08  5.45554655e-01 
 4.08843544e-08  7.72718499e-08  5.46928558e-01 
 4.09843544e-08  7.72648371e-08  5.48138778e-01 
 4.10843544e-08  7.72651807e-08  5.49207532e-01 
 4.11843544e-08  7.72657391e-08  5.50152753e-01 
 4.12843544e-08  7.72658319e-08  5.50990065e-01 
 4.13843544e-08  7.72658100e-08  5.51733282e-01 
 4.14843544e-08  7.72657969e-08  5.52394536e-01 
 4.15843544e-08  7.72657972e-08  5.52984384e-01 
 4.16843544e-08  7.72657979e-08  5.53511943e-01 
 4.17843544e-08  7.72657988e-08  5.53985086e-01 
 4.18843544e-08  7.72657946e-08  5.54410511e-01 
 4.19843544e-08  7.72658015e-08  5.54794040e-01 
 4.20843544e-08  7.72657955e-08  5.55140686e-01 
 4.21843544e-08  7.72657959e-08  5.55454748e-01 
 4.22843544e-08  7.72658013e-08  5.55739949e-01 
 4.23843544e-08  7.72657946e-08  5.55999520e-01 
 4.24843544e-08  7.72657980e-08  5.56236266e-01 
 4.25843544e-08  7.72657979e-08  5.56452627e-01 
 4.26843544e-08  7.72657963e-08  5.56650735e-01 
 4.27843544e-08  7.72657995e-08  5.56832453e-01 
 4.28843544e-08  7.72657979e-08  5.56999415e-01 
 4.29843544e-08  7.72657967e-08  5.57153059e-01 
 4.30843544e-08  7.72657987e-08  5.57294652e-01 
 4.31843544e-08  7.72657971e-08  5.57425316e-01 
 4.32843544e-08  7.72657970e-08  5.57546043e-01 
 4.33843544e-08  7.72657972e-08  5.57657719e-01 
 4.34843544e-08  7.72657985e-08  5.57761130e-01 
 4.35843544e-08  7.72657970e-08  5.57856982e-01 
 4.36843544e-08  7.72657972e-08  5.57945907e-01 
 4.37843544e-08  7.72657972e-08  5.58028472e-01 
 4.38843544e-08  7.72657969e-08  5.58105190e-01 
 4.39843544e-08  7.72657985e-08  5.58176523e-01 
 4.40843544e-08  7.72657972e-08  5.58242891e-01 
 4.41843544e-08  7.72657972e-08  5.58304673e-01 
 4.42843544e-08  7.72657973e-08  5.58362217e-01 
 4.43843544e-08  7.72657989e-08  5.58415837e-01 
 4.44843544e-08  7.72657958e-08  5.58465823e-01 
 4.45843544e-08  7.72657990e-08  5.58512439e-01 
 4.46843544e-08  7.72657975e-08  5.58555926e-01 
 4.47843544e-08  7.72657961e-08  5.58596508e-01 
 4.48843544e-08  7.72657973e-08  5.58634389e-01 
 4.49843544e-08  7.72657986e-08  5.58669758e-01 
 4.50843544e-08  7.72657956e-08  5.58702789e-01 
 4.51843544e-08  7.72657987e-08  5.58733643e-01 
 4.52843544e-08  7.72657972e-08  5.58762469e-01 
 4.53843544e-08  7.72657974e-08  5.58789404e-01 
 4.54843544e-08  7.72657972e-08  5.58814577e-01 
 4.55843544e-08  7.72657974e-08  5.58838106e-01 
 4.56843544e-08  7.72657971e-08  5.58860101e-01 
 4.57843544e-08  7.72657971e-08  5.58880663e-01 
 4.58843544e-08  7.72657985e-08  5.58899889e-01 
 4.59843544e-08  7.72657973e-08  5.58917866e-01 
