 time            vo1             vo2             q               p1              p2             
 3.10052129e-05  1.61280692e-01 -7.82726514e-03  1.32996348e-05  1.20000000e+00  0.00000000e+00 
 3.10052412e-05  1.61280692e-01 -7.82523519e-03  4.21230000e-06  1.20000000e+00  0.00000000e+00 
 3.10052943e-05  1.61280692e-01 -7.82059641e-03 -5.47146975e-07  1.20000000e+00  0.00000000e+00 
 3.10053641e-05  1.61280692e-01 -7.81282734e-03 -4.02919494e-07  1.20000000e+00  0.00000000e+00 
 3.10054821e-05  1.61280692e-01 -7.79546967e-03  3.18107983e-08  1.20000000e+00  0.00000000e+00 
 3.10056486e-05  1.61280691e-01 -7.76207315e-03  8.02418502e-08  1.20000000e+00  0.00000000e+00 
 3.10059818e-05  1.61280691e-01 -7.66515908e-03  6.66099509e-08  1.20000000e+00  0.00000000e+00 
 3.10066481e-05  1.61280689e-01 -7.35875466e-03  6.48017947e-08  1.20000000e+00  0.00000000e+00 
 3.10074625e-05  1.61280688e-01 -6.79857530e-03  6.50899860e-08  1.20000000e+00  0.00000000e+00 
 3.10082786e-05  1.61280687e-01 -6.05412490e-03  6.51009236e-08  1.20000000e+00  0.00000000e+00 
 3.10091564e-05  1.61280685e-01 -5.07489176e-03  6.50970261e-08  1.20000000e+00  0.00000000e+00 
 3.10100139e-05  1.61280684e-01 -3.96349855e-03  6.50967939e-08  1.20000000e+00  0.00000000e+00 
 3.10109270e-05  1.61280683e-01 -2.63718697e-03  6.50968442e-08  1.20000000e+00  0.00000000e+00 
 3.10118403e-05  1.61280682e-01 -1.18655171e-03  6.50968527e-08  1.20000000e+00  0.00000000e+00 
 3.10119468e-05  1.61280681e-01 -1.00950644e-03  6.50968533e-08  1.20000000e+00  0.00000000e+00 
 3.10121599e-05  1.61280681e-01 -6.51288925e-04  6.50968505e-08  1.20000000e+00  0.00000000e+00 
 3.10121941e-05  1.61280681e-01 -5.93343450e-04  6.50968471e-08  1.20000000e+00  0.00000000e+00 
 3.10122625e-05  1.61280681e-01 -4.77057728e-04  6.50968604e-08  1.20000000e+00  0.00000000e+00 
 3.10123992e-05  1.61280681e-01 -2.42953697e-04  6.50968517e-08  1.20000000e+00  0.00000000e+00 
 3.10124225e-05  1.61280681e-01 -2.02877487e-04  6.50968497e-08  1.20000000e+00  0.00000000e+00 
 3.10124690e-05  1.61280681e-01 -1.22552238e-04  6.50968524e-08  1.20000000e+00  0.00000000e+00 
 3.10124822e-05  1.61280681e-01 -9.97199087e-05  2.09609715e-07  1.20000000e+00  0.00000000e+00 
 3.10124950e-05  1.61280681e-01 -7.75873003e-05  5.09261885e-07  1.20000000e+00  0.00000000e+00 
 3.10125071e-05  1.61280681e-01 -5.67761026e-05 -4.10916799e-07  1.20000000e+00  0.00000000e+00 
 3.10125204e-05  1.61280681e-01 -3.37134759e-05 -4.42876568e-07  1.20000000e+00  0.00000000e+00 
 3.10125347e-05  1.61280681e-01 -8.83636815e-06 -3.05480120e-07  1.20000000e+00  0.00000000e+00 
 3.10125478e-05  1.61280681e-01  1.38774163e-05 -1.11869565e-06  1.20000000e+00  0.00000000e+00 
 3.10125607e-05  1.61280681e-01  3.62096020e-05 -1.89626173e-06  1.20000000e+00  0.00000000e+00 
 3.10125794e-05  1.61280681e-01  6.88094752e-05 -4.43219375e-07  1.20000000e+00  0.00000000e+00 
 3.10125975e-05  1.61280681e-01  1.00185270e-04  1.87719276e-06  1.20000000e+00  0.00000000e+00 
 3.10126076e-05  1.61280681e-01  1.17771823e-04  2.05220067e-06  1.20000000e+00  0.00000000e+00 
 3.10126164e-05  1.61280681e-01  1.33196090e-04  4.57117809e-06  1.20000000e+00  0.00000000e+00 
 3.10126278e-05  1.61280681e-01  1.52933243e-04  5.85412669e-06  1.20000000e+00  0.00000000e+00 
 3.10126398e-05  1.61280681e-01  1.74002503e-04  2.52634262e-06  1.20000000e+00  0.00000000e+00 
 3.10126515e-05  1.61280680e-01  1.94344654e-04  9.25847410e-07  1.20000000e+00  0.00000000e+00 
 3.10126652e-05  1.61280680e-01  2.18215670e-04 -6.32541221e-07  1.20000000e+00  0.00000000e+00 
 3.10126789e-05  1.61280680e-01  2.42239916e-04 -3.51523514e-06  1.20000000e+00  0.00000000e+00 
 3.10126870e-05  1.61280680e-01  2.56485863e-04 -6.34040245e-06  1.20000000e+00  0.00000000e+00 
 3.10126934e-05  1.61280680e-01  2.67671928e-04 -9.41120035e-06  1.20000000e+00  0.00000000e+00 
 3.10127019e-05  1.61280680e-01  2.82426379e-04 -1.08456969e-05  1.20000000e+00  0.00000000e+00 
 3.10127093e-05  1.61280680e-01  2.95426771e-04 -6.11724804e-06  1.20000000e+00  0.00000000e+00 
 3.10127138e-05  1.61280680e-01  3.03376960e-04  2.83302879e-06  1.20000000e+00  0.00000000e+00 
 3.10127197e-05  1.61280680e-01  3.13742666e-04  8.79027042e-06  1.20000000e+00  0.00000000e+00 
 3.10127258e-05  1.61280680e-01  3.24438646e-04  4.54240792e-06  1.20000000e+00  0.00000000e+00 
 3.10127340e-05  1.61280680e-01  3.38769967e-04 -5.18025905e-07  1.20000000e+00  0.00000000e+00 
 3.10127415e-05  1.61280680e-01  3.51894512e-04  3.28246048e-07  1.20000000e+00  0.00000000e+00 
 3.10127516e-05  1.61280680e-01  3.69581979e-04  3.21787423e-06  1.20000000e+00  0.00000000e+00 
 3.10127623e-05  1.61280680e-01  3.88360926e-04  3.63661353e-06  1.20000000e+00  0.00000000e+00 
 3.10127783e-05  1.61280680e-01  4.16541060e-04  1.37194204e-06  1.20000000e+00  0.00000000e+00 
 3.10127978e-05  1.61280680e-01  4.50932648e-04 -6.86056558e-07  1.20000000e+00  0.00000000e+00 
 3.10128233e-05  1.61280680e-01  4.95829598e-04 -1.00851744e-06  1.20000000e+00  0.00000000e+00 
 3.10128534e-05  1.61280680e-01  5.48956285e-04 -3.58617207e-07  1.20000000e+00  0.00000000e+00 
 3.10128929e-05  1.61280680e-01  6.18705239e-04  1.39473673e-07  1.20000000e+00  0.00000000e+00 
 3.10129440e-05  1.61280680e-01  7.09334836e-04  2.00735680e-07  1.20000000e+00  0.00000000e+00 
 3.10130207e-05  1.61280680e-01  8.45768806e-04  9.92331673e-08  1.20000000e+00  0.00000000e+00 
 3.10131496e-05  1.61280680e-01  1.07607817e-03  5.05206285e-08  1.20000000e+00  0.00000000e+00 
 3.10134073e-05  1.61280680e-01  1.54104763e-03  5.90040823e-08  1.20000000e+00  0.00000000e+00 
 3.10139226e-05  1.61280679e-01  2.48692990e-03  6.57194394e-08  1.20000000e+00  0.00000000e+00 
 3.10149376e-05  1.61280678e-01  4.40155185e-03  6.53252074e-08  1.20000000e+00  0.00000000e+00 
 3.10160297e-05  1.61280676e-01  6.52142213e-03  6.50918449e-08  1.20000000e+00  0.00000000e+00 
 3.10172374e-05  1.61280675e-01  8.91470368e-03  6.50936193e-08  1.20000000e+00  0.00000000e+00 
 3.10184536e-05  1.61280674e-01  1.13537965e-02  6.50968538e-08  1.20000000e+00  0.00000000e+00 
 3.10198338e-05  1.61280673e-01  1.41302067e-02  6.50968955e-08  1.20000000e+00  0.00000000e+00 
 3.10213614e-05  1.61280671e-01  1.71840807e-02  6.50968532e-08  1.20000000e+00  0.00000000e+00 
 3.10231337e-05  1.61280670e-01  2.06668190e-02  6.50968518e-08  1.20000000e+00  0.00000000e+00 
 3.10251547e-05  1.61280669e-01  2.45199235e-02  6.50968519e-08  1.20000000e+00  0.00000000e+00 
 3.10275393e-05  1.61280667e-01  2.88604537e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.10303732e-05  1.61280665e-01  3.36838240e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.10330600e-05  1.61280664e-01  3.78969773e-02  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 3.10358948e-05  1.61280663e-01  4.19529938e-02  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 3.10385685e-05  1.61280662e-01  4.54167601e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.10413304e-05  1.61280661e-01  4.86404192e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.10439949e-05  1.61280660e-01  5.14280992e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.10467282e-05  1.61280659e-01  5.39825350e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.10494031e-05  1.61280659e-01  5.62069802e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.10521274e-05  1.61280658e-01  5.82176835e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.10548135e-05  1.61280658e-01  5.99723295e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.10575329e-05  1.61280657e-01  6.15416191e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.10602266e-05  1.61280657e-01  6.29121513e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.10629427e-05  1.61280657e-01  6.41289274e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.10656419e-05  1.61280656e-01  6.51920689e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.10685267e-05  1.61280656e-01  6.61864135e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.10714861e-05  1.61280656e-01  6.70726156e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.10746595e-05  1.61280656e-01  6.78919327e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.10779468e-05  1.61280655e-01  6.86171458e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.10814608e-05  1.61280655e-01  6.92735897e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.10851309e-05  1.61280655e-01  6.98482067e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.10890570e-05  1.61280655e-01  7.03578524e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.10931958e-05  1.61280655e-01  7.07977969e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.10976409e-05  1.61280655e-01  7.11795309e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.11023744e-05  1.61280654e-01  7.15028564e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.11074919e-05  1.61280654e-01  7.17760927e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.11130041e-05  1.61280654e-01  7.20015076e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.11190211e-05  1.61280654e-01  7.21856244e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.11255930e-05  1.61280654e-01  7.23319660e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.11328659e-05  1.61280654e-01  7.24460079e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.11409547e-05  1.61280654e-01  7.25317827e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.11500854e-05  1.61280654e-01  7.25940691e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.11600854e-05  1.61280654e-01  7.26355019e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.11700854e-05  1.61280654e-01  7.26595722e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.11800854e-05  1.61280654e-01  7.26732819e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.11900854e-05  1.61280654e-01  7.26809727e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.12000854e-05  1.61280653e-01  7.26852353e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.12100854e-05  1.61280653e-01  7.26875749e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.12200854e-05  1.61280653e-01  7.26888487e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.12300854e-05  1.61280653e-01  7.26895374e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.12400854e-05  1.61280653e-01  7.26899077e-02  6.50968524e-08  1.20000000e+00  0.00000000e+00 
 3.12500854e-05  1.61280653e-01  7.26901058e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.12600854e-05  1.61280653e-01  7.26902112e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.12700854e-05  1.61280653e-01  7.26902672e-02  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 3.12800854e-05  1.61280653e-01  7.26902967e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.12900854e-05  1.61280653e-01  7.26903123e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.13000854e-05  1.61280653e-01  7.26903204e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.13100854e-05  1.61280653e-01  7.26903247e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.13200854e-05  1.61280652e-01  7.26903269e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.13300854e-05  1.61280652e-01  7.26903281e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.13400854e-05  1.61280652e-01  7.26903286e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.13500854e-05  1.61280652e-01  7.26903289e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.13600854e-05  1.61280652e-01  7.26903290e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.13700854e-05  1.61280652e-01  7.26903291e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.13800854e-05  1.61280652e-01  7.26903291e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.13900854e-05  1.61280652e-01  7.26903291e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.14000854e-05  1.61280652e-01  7.26903291e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.14100854e-05  1.61280652e-01  7.26903290e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.14200854e-05  1.61280652e-01  7.26903290e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.14300854e-05  1.61280652e-01  7.26903290e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.14400854e-05  1.61280652e-01  7.26903289e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.14500854e-05  1.61280651e-01  7.26903289e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.14600854e-05  1.61280651e-01  7.26903289e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.14700854e-05  1.61280651e-01  7.26903288e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.14800854e-05  1.61280651e-01  7.26903288e-02  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 3.14900854e-05  1.61280651e-01  7.26903287e-02  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 3.15000854e-05  1.61280651e-01  7.26903287e-02  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 3.15001000e-05  1.61280651e-01  7.26903287e-02  6.50968577e-08  1.20000000e+00  0.00000000e+00 
 3.15001003e-05  1.61280651e-01  7.26903287e-02 -1.20029583e-05  1.19647503e+00  0.00000000e+00 
 3.15001009e-05  1.61280651e-01  7.26903287e-02 -3.83753087e-05  1.18942509e+00  0.00000000e+00 
 3.15001021e-05  1.61280651e-01  7.26903287e-02 -6.85619819e-05  1.17532521e+00  0.00000000e+00 
 3.15001036e-05  1.61280651e-01  7.26903287e-02 -7.02199041e-05  1.15721279e+00  0.00000000e+00 
 3.15001065e-05  1.61280651e-01  7.26903287e-02 -3.79621602e-05  1.12189395e+00  0.00000000e+00 
 3.15001124e-05  1.61280651e-01  7.26903287e-02  1.05448387e-05  1.05125625e+00  0.00000000e+00 
 3.15001242e-05  1.61280651e-01  7.26903287e-02  2.15739831e-05  9.09980859e-01  0.00000000e+00 
 3.15001369e-05  1.61280651e-01  7.26903287e-02  5.72130099e-06  7.56607611e-01  0.00000000e+00 
 3.15001509e-05  1.61280651e-01  7.26903287e-02  3.34197458e-05  5.89151903e-01  0.00000000e+00 
 3.15001593e-05  1.61280651e-01  7.26903287e-02  9.71610383e-05  4.88748809e-01  0.00000000e+00 
 3.15001672e-05  1.61280651e-01  7.26903287e-02  1.83435974e-04  3.93932016e-01  0.00000000e+00 
 3.15001780e-05  1.61280651e-01  7.26903287e-02  2.75355602e-04  2.64177042e-01  0.00000000e+00 
 3.15001886e-05  1.61280651e-01  7.26903287e-02  3.34099020e-04  1.36666987e-01  0.00000000e+00 
 3.15002000e-05  1.61280651e-01  7.26903287e-02  2.71390632e-04  0.00000000e+00  0.00000000e+00 
 3.15002013e-05  1.61280651e-01  7.26903287e-02  2.65898606e-04  0.00000000e+00  0.00000000e+00 
 3.15002038e-05  1.61280651e-01  7.26903287e-02  1.45199390e-04  0.00000000e+00  0.00000000e+00 
 3.15002088e-05  1.61280651e-01  7.26903287e-02 -2.78830823e-04  0.00000000e+00  0.00000000e+00 
 3.15002136e-05  1.61280651e-01  7.26903287e-02 -6.83305211e-04  0.00000000e+00  0.00000000e+00 
 3.15002200e-05  1.61280651e-01  7.26903287e-02 -1.01450486e-03  0.00000000e+00  0.00000000e+00 
 3.15002256e-05  1.61280651e-01  7.26903287e-02 -1.07965849e-03  0.00000000e+00  0.00000000e+00 
 3.15002306e-05  1.61280651e-01  7.26903287e-02 -1.02428979e-03  0.00000000e+00  0.00000000e+00 
 3.15002352e-05  1.61280651e-01  7.26903287e-02 -7.98067275e-04  0.00000000e+00  0.00000000e+00 
 3.15002391e-05  1.61280651e-01  7.26903287e-02 -5.88954994e-04  0.00000000e+00  0.00000000e+00 
 3.15002437e-05  1.61280651e-01  7.26903287e-02 -2.07694558e-04  0.00000000e+00  0.00000000e+00 
 3.15002487e-05  1.61280651e-01  7.26903287e-02  3.06049308e-04  0.00000000e+00  0.00000000e+00 
 3.15002538e-05  1.61280651e-01  7.26903287e-02  5.96892351e-04  0.00000000e+00  0.00000000e+00 
 3.15002589e-05  1.61280651e-01  7.26903287e-02  5.82267073e-04  0.00000000e+00  0.00000000e+00 
 3.15002651e-05  1.61280651e-01  7.26903287e-02  3.93247759e-04  0.00000000e+00  0.00000000e+00 
 3.15002716e-05  1.61280651e-01  7.26903287e-02  2.17911996e-04  0.00000000e+00  0.00000000e+00 
 3.15002810e-05  1.61280651e-01  7.26903287e-02  9.42228666e-05  0.00000000e+00  0.00000000e+00 
 3.15002924e-05  1.61280651e-01  7.26903287e-02  5.38404270e-05  0.00000000e+00  0.00000000e+00 
 3.15003083e-05  1.61280651e-01  7.26903287e-02  4.01683283e-05  0.00000000e+00  0.00000000e+00 
 3.15003281e-05  1.61280651e-01  7.26903287e-02  2.77861272e-05  0.00000000e+00  0.00000000e+00 
 3.15003569e-05  1.61280651e-01  7.26903287e-02  1.33289742e-05  0.00000000e+00  0.00000000e+00 
 3.15004004e-05  1.61280651e-01  7.26903287e-02  2.77408742e-06  0.00000000e+00  0.00000000e+00 
 3.15004874e-05  1.61280651e-01  7.26903287e-02 -2.47143542e-06  0.00000000e+00  0.00000000e+00 
 3.15006203e-05  1.61280651e-01  7.26903287e-02 -1.84405129e-06  0.00000000e+00  0.00000000e+00 
 3.15008435e-05  1.61280652e-01  7.26903287e-02 -2.93192918e-07  0.00000000e+00  0.00000000e+00 
 3.15012686e-05  1.61280652e-01  7.26903287e-02  1.83423034e-07  0.00000000e+00  0.00000000e+00 
 3.15021188e-05  1.61280653e-01  7.26903287e-02  1.03780873e-07  0.00000000e+00  0.00000000e+00 
 3.15038192e-05  1.61280654e-01  7.26903287e-02  6.40494994e-08  0.00000000e+00  0.00000000e+00 
 3.15051000e-05  1.61280656e-01  7.26903287e-02  6.46393534e-08  0.00000000e+00  3.68459332e-11 
 3.15051100e-05  1.61280656e-01  7.26903287e-02  1.23197461e-05  0.00000000e+00  1.20000000e-01 
 3.15051300e-05  1.61280656e-01  7.26903287e-02 -7.25812604e-06  0.00000000e+00  3.60000000e-01 
 3.15051348e-05  1.61280656e-01  7.26903287e-02 -8.97288578e-06  0.00000000e+00  4.17500000e-01 
 3.15051432e-05  1.61280656e-01  7.26903287e-02 -1.13942039e-05  0.00000000e+00  5.18125000e-01 
 3.15051479e-05  1.61280656e-01  7.26903287e-02 -1.67649629e-05  0.00000000e+00  5.75221705e-01 
 3.15051537e-05  1.61287565e-01  7.26903287e-02 -2.99312451e-05  0.00000000e+00  6.43805426e-01 
 3.15051591e-05  1.61296587e-01  7.26903287e-02 -4.95976860e-05  0.00000000e+00  7.09341935e-01 
 3.15051654e-05  1.61307946e-01  7.26903287e-02 -8.03057205e-05  0.00000000e+00  7.85390941e-01 
 3.15051739e-05  1.61323526e-01  7.26903287e-02 -1.18477119e-04  0.00000000e+00  8.87012030e-01 
 3.15051830e-05  1.61340318e-01  7.26903287e-02 -1.40622116e-04  0.00000000e+00  9.95516988e-01 
 3.15051917e-05  1.61356586e-01  7.26903287e-02 -1.31210952e-04  0.00000000e+00  1.10032308e+00 
 3.15052000e-05  1.61372068e-01  7.26903287e-02  1.98311303e-04  0.00000000e+00  1.20000000e+00 
 3.15052010e-05  1.61373855e-01  7.26903287e-02  2.73191800e-04  0.00000000e+00  1.20000000e+00 
 3.15052029e-05  1.61377429e-01  7.26903287e-02  5.01534163e-04  0.00000000e+00  1.20000000e+00 
 3.15052067e-05  1.61384577e-01  7.26903287e-02  1.08205681e-03  0.00000000e+00  1.20000000e+00 
 3.15052106e-05  1.61391768e-01  7.26903287e-02  1.54061778e-03  0.00000000e+00  1.20000000e+00 
 3.15052161e-05  1.61402066e-01  7.26903287e-02  1.76991374e-03  0.00000000e+00  1.20000000e+00 
 3.15052214e-05  1.61411932e-01  7.26903287e-02  1.61992005e-03  0.00000000e+00  1.20000000e+00 
 3.15052272e-05  1.61422807e-01  7.26903287e-02  1.32583471e-03  0.00000000e+00  1.20000000e+00 
 3.15052321e-05  1.61431962e-01  7.26903287e-02  1.12085800e-03  0.00000000e+00  1.20000000e+00 
 3.15052377e-05  1.61442252e-01  7.26903287e-02  8.94256938e-04  0.00000000e+00  1.20000000e+00 
 3.15052442e-05  1.61454424e-01  7.26903287e-02  4.33806018e-04  0.00000000e+00  1.20000000e+00 
 3.15052503e-05  1.61465789e-01  7.26903287e-02 -2.86407367e-04  0.00000000e+00  1.20000000e+00 
 3.15052569e-05  1.61478007e-01  7.26903287e-02 -1.43141411e-03  0.00000000e+00  1.20000000e+00 
 3.15052647e-05  1.61492510e-01  7.26903287e-02 -3.39840500e-03  0.00000000e+00  1.20000000e+00 
 3.15052729e-05  1.61507651e-01  7.26903287e-02 -6.30596997e-03  0.00000000e+00  1.20000000e+00 
 3.15052820e-05  1.61524639e-01  7.26903287e-02 -1.07502057e-02  0.00000000e+00  1.20000000e+00 
 3.15052896e-05  1.61538805e-01  7.26903287e-02 -1.51870517e-02  0.00000000e+00  1.20000000e+00 
 3.15052962e-05  1.61550997e-01  7.26903287e-02 -1.97565261e-02  0.00000000e+00  1.20000000e+00 
 3.15053014e-05  1.61560723e-01  7.26903287e-02 -2.42608022e-02  0.00000000e+00  1.20000000e+00 
 3.15053059e-05  1.61569022e-01  7.26903287e-02 -2.87120577e-02  0.00000000e+00  1.20000000e+00 
 3.15053111e-05  1.61578684e-01  7.26903287e-02 -3.35957298e-02  0.00000000e+00  1.20000000e+00 
 3.15053167e-05  1.61588942e-01  7.26903287e-02 -3.49843241e-02  0.00000000e+00  1.20000000e+00 
 3.15053224e-05  1.61599545e-01  7.26903287e-02 -2.31979522e-02  0.00000000e+00  1.20000000e+00 
 3.15053287e-05  1.61611217e-01  7.26903287e-02  2.80170446e-02  0.00000000e+00  1.20000000e+00 
 3.15053363e-05  1.61625254e-01  7.26903287e-02  1.73476919e-01  0.00000000e+00  1.20000000e+00 
 3.15053437e-05  1.61638976e-01  7.26903287e-02  3.98429830e-01  0.00000000e+00  1.20000000e+00 
 3.15053502e-05  1.61651049e-01  7.26903287e-02  6.36706300e-01  0.00000000e+00  1.20000000e+00 
 3.15053553e-05  1.61660584e-01  7.26903287e-02  8.23480311e-01  0.00000000e+00  1.20000000e+00 
 3.15053599e-05  1.61669012e-01  7.26903287e-02  9.63607691e-01  0.00000000e+00  1.20000000e+00 
 3.15053644e-05  1.61677263e-01  7.26903287e-02  1.05905399e+00  0.00000000e+00  1.20000000e+00 
 3.15053693e-05  1.61686494e-01  7.26903287e-02  1.12193560e+00  0.00000000e+00  1.20000000e+00 
 3.15053753e-05  1.61697461e-01  7.26903287e-02  1.15887658e+00  0.00000000e+00  1.20000000e+00 
 3.15053813e-05  1.61708617e-01  7.26903287e-02  1.17468508e+00  0.00000000e+00  1.20000000e+00 
 3.15053879e-05  1.61720755e-01  7.26903287e-02  1.18101930e+00  0.00000000e+00  1.20000000e+00 
 3.15053953e-05  1.61734385e-01  7.26903287e-02  1.18349880e+00  0.00000000e+00  1.20000000e+00 
 3.15054039e-05  1.61750393e-01  7.26903287e-02  1.18586665e+00  0.00000000e+00  1.20000000e+00 
 3.15054146e-05  1.61769968e-01  7.26903287e-02  1.18999884e+00  0.00000000e+00  1.20000000e+00 
 3.15054260e-05  1.61791082e-01  7.26903287e-02  1.19441052e+00  0.00000000e+00  1.20000000e+00 
 3.15054366e-05  1.61810695e-01  7.26903287e-02  1.19711870e+00  0.00000000e+00  1.20000000e+00 
 3.15054473e-05  1.61830302e-01  7.26903287e-02  1.19822650e+00  0.00000000e+00  1.20000000e+00 
 3.15054608e-05  1.61855161e-01  7.26903287e-02  1.19808605e+00  0.00000000e+00  1.20000000e+00 
 3.15054743e-05  1.61879984e-01  7.26903287e-02  1.19760376e+00  0.00000000e+00  1.20000000e+00 
 3.15054819e-05  1.61893938e-01  7.26903287e-02  1.19752288e+00  0.00000000e+00  1.20000000e+00 
 3.15054886e-05  1.61906246e-01  7.26903287e-02  1.19758338e+00  0.00000000e+00  1.20000000e+00 
 3.15054980e-05  1.61923657e-01  7.26903287e-02  1.19765434e+00  0.00000000e+00  1.20000000e+00 
 3.15055035e-05  1.61933629e-01  7.26903287e-02  1.19764525e+00  0.00000000e+00  1.20000000e+00 
 3.15055079e-05  1.61941808e-01  7.26903287e-02  1.19762388e+00  0.00000000e+00  1.20000000e+00 
 3.15055139e-05  1.61952849e-01  7.26903287e-02  1.19757667e+00  0.00000000e+00  1.20000000e+00 
 3.15055203e-05  1.61964507e-01  7.26903287e-02  1.19751503e+00  0.00000000e+00  1.20000000e+00 
 3.15055284e-05  1.61979337e-01  7.26903287e-02  1.19749642e+00  0.00000000e+00  1.20000000e+00 
 3.15055362e-05  1.61993770e-01  7.26903287e-02  1.19760292e+00  0.00000000e+00  1.20000000e+00 
 3.15055464e-05  1.62012362e-01  7.26903287e-02  1.19791179e+00  0.00000000e+00  1.20000000e+00 
 3.15055579e-05  1.62033406e-01  7.26903287e-02  1.19837162e+00  0.00000000e+00  1.20000000e+00 
 3.15055746e-05  1.62064073e-01  7.26903287e-02  1.19899055e+00  0.00000000e+00  1.20000000e+00 
 3.15055954e-05  1.62102000e-01  7.26903287e-02  1.19951317e+00  0.00000000e+00  1.20000000e+00 
 3.15056215e-05  1.62149768e-01  7.26903287e-02  1.19984878e+00  0.00000000e+00  1.20000000e+00 
 3.15056533e-05  1.62207733e-01  7.26903287e-02  1.19999628e+00  0.00000000e+00  1.20000000e+00 
 3.15056944e-05  1.62282586e-01  7.26903287e-02  1.20003350e+00  0.00000000e+00  1.20000000e+00 
 3.15057494e-05  1.62382424e-01  7.26903287e-02  1.20002363e+00  0.00000000e+00  1.20000000e+00 
 3.15058324e-05  1.62532671e-01  7.26903287e-02  1.20000675e+00  0.00000000e+00  1.20000000e+00 
 3.15059797e-05  1.62797923e-01  7.26903287e-02  1.19999873e+00  0.00000000e+00  1.20000000e+00 
